Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
IND07514,94%,66%,5,219,3,0,0,0,support,low
IND07817,67%,54%,3,213,4,0,0,0,support,low
IND43187,80%,88%,5,199,4,0,0,0,support,low
IND44327,70%,88%,4,245,2,0,0,0,support,low
IND05419,24%,73%,4,273,5,0,0,0,support,low
IND01739,98%,100%,4,202,3,0,0,0,support,low
IND08082,76%,65%,4,240,3,0,0,0,technical,low
IND12491,78%,50%,4,155,4,0,0,0,technical,low
IND13142,42%,91%,3,209,2,0,0,0,technical,low
IND37957,83%,64%,4,210,3,0,0,0,management,medium
IND38740,98%,81%,4,266,6,0,0,0,IT,medium
IND24207,64%,81%,2,226,2,0,0,0,IT,medium
IND23758,67%,75%,4,133,2,0,0,0,IT,medium
IND37380,26%,39%,3,99,4,0,0,0,IT,medium
IND32635,97%,64%,3,237,3,0,0,0,IT,medium
IND28980,48%,60%,4,230,3,0,0,0,product_mng,medium
IND43474,84%,55%,4,149,2,0,0,0,product_mng,medium
IND38601,71%,74%,4,206,4,0,0,0,product_mng,medium
IND13260,100%,84%,3,185,3,0,0,0,product_mng,medium
IND19063,60%,76%,5,269,2,0,0,0,IT,medium
IND05534,95%,37%,6,233,5,0,0,0,RandD,medium
IND42752,56%,56%,3,162,2,0,0,0,RandD,high
IND10171,75%,49%,2,173,3,1,0,0,RandD,low
IND28629,98%,53%,6,253,4,0,0,0,RandD,medium
IND21373,70%,72%,5,134,3,0,0,0,RandD,medium
IND35166,65%,92%,4,133,3,0,0,0,marketing,medium
IND0897,80%,81%,5,143,2,0,0,0,sales,medium
IND05644,49%,78%,3,264,4,0,0,0,accounting,low
IND13054,32%,73%,3,180,6,0,0,0,support,low
IND18418,88%,54%,3,235,2,1,0,0,technical,low
IND33063,80%,97%,4,232,2,0,0,0,management,low
IND03988,73%,74%,4,181,4,0,0,0,marketing,low
IND20350,72%,58%,3,198,2,0,0,0,marketing,low
IND40577,58%,78%,5,211,3,1,0,0,marketing,low
IND21200,66%,96%,4,216,3,0,0,0,sales,low
IND14422,63%,79%,3,197,3,1,0,0,sales,low
IND17619,69%,56%,2,214,2,0,0,0,sales,low
IND26730,49%,59%,3,185,3,0,0,0,sales,low
IND14066,60%,45%,3,173,2,0,0,0,sales,low
IND16082,50%,63%,4,229,4,0,0,0,sales,low
IND24326,34%,81%,4,116,3,1,0,0,sales,low
IND12770,79%,60%,5,223,3,0,0,0,sales,low
IND17086,98%,68%,4,154,3,0,0,0,sales,low
IND33661,96%,97%,5,240,2,0,0,0,sales,low
IND36138,88%,89%,3,139,2,0,0,0,sales,low
IND39780,60%,61%,2,275,2,0,0,0,sales,low
IND14552,62%,73%,3,158,3,1,0,0,sales,low
IND18612,40%,72%,3,204,4,1,0,0,sales,low
IND18687,16%,82%,5,121,2,0,0,0,sales,medium
IND0333,81%,98%,5,243,6,0,0,0,sales,medium
IND20193,69%,69%,4,195,2,0,0,0,sales,medium
IND24293,66%,51%,5,149,3,0,0,0,sales,medium
IND39826,66%,62%,5,214,2,0,0,0,sales,medium
IND44559,61%,53%,4,266,3,0,0,0,accounting,medium
IND12832,99%,77%,5,222,2,0,0,0,accounting,medium
IND24380,73%,54%,3,283,6,0,0,0,accounting,medium
IND01229,63%,72%,2,161,5,0,0,0,hr,medium
IND25201,60%,91%,3,157,4,0,0,0,hr,medium
IND40215,44%,44%,3,126,2,0,0,0,hr,medium
IND09118,64%,95%,3,131,6,0,0,0,hr,medium
IND13455,91%,81%,4,139,2,0,0,0,technical,high
IND28632,55%,59%,4,230,3,0,0,0,technical,low
IND40742,70%,73%,4,240,2,1,0,0,technical,medium
IND19889,37%,59%,3,134,3,0,0,0,technical,medium
IND03943,16%,56%,6,196,3,0,0,0,technical,medium
IND19292,69%,97%,5,240,4,0,0,0,technical,medium
IND0998,96%,47%,2,233,5,1,0,0,technical,low
IND04854,62%,91%,5,267,3,0,0,0,technical,low
IND13497,94%,45%,2,211,3,0,0,0,technical,low
IND30587,67%,83%,3,260,3,0,0,0,technical,low
IND03828,89%,57%,3,113,3,0,0,0,technical,low
IND06637,60%,63%,5,267,3,0,0,0,support,low
IND08350,89%,62%,5,196,3,0,0,0,support,low
IND40915,60%,89%,3,232,2,0,0,0,support,low
IND33274,93%,95%,2,156,3,1,0,0,support,low
IND36423,38%,78%,4,159,5,0,0,0,support,low
IND41385,62%,57%,3,223,3,1,0,0,support,low
IND19315,86%,86%,4,197,3,1,0,0,support,low
IND30793,61%,62%,2,192,2,1,0,0,support,low
IND12572,77%,64%,4,192,3,0,0,0,support,low
IND15850,85%,73%,4,174,3,0,0,0,support,low
IND17413,94%,62%,4,191,3,0,0,0,support,low
IND23638,59%,59%,4,270,2,0,0,0,technical,low
IND29808,90%,92%,3,139,3,0,0,0,technical,low
IND29813,86%,65%,4,243,2,0,0,0,technical,low
IND04060,72%,70%,3,238,2,0,0,0,management,low
IND36871,84%,52%,5,189,2,1,0,0,IT,low
IND22063,64%,50%,4,189,3,0,0,0,IT,medium
IND23439,81%,75%,4,206,3,0,0,0,IT,medium
IND14433,66%,70%,5,254,2,0,0,0,IT,medium
IND23537,75%,55%,3,253,6,0,0,0,IT,medium
IND32855,54%,67%,3,243,2,0,0,0,product_mng,medium
IND44573,98%,76%,3,224,2,0,0,0,product_mng,medium
IND14573,80%,85%,4,139,2,0,0,0,product_mng,medium
IND30473,68%,70%,5,270,3,0,0,0,product_mng,medium
IND21626,54%,57%,3,257,2,0,0,0,IT,medium
IND30457,88%,84%,4,170,2,0,0,0,RandD,medium
IND39066,71%,62%,3,222,3,0,0,0,RandD,medium
IND10360,77%,58%,2,247,2,1,0,0,RandD,medium
IND33352,60%,60%,4,201,3,0,0,0,RandD,high
IND36241,53%,75%,4,263,5,0,0,0,RandD,low
IND10673,85%,50%,3,168,2,1,0,0,marketing,medium
IND43688,59%,75%,4,190,2,0,0,0,sales,medium
IND25195,23%,77%,4,140,5,0,0,0,accounting,medium
IND21643,70%,60%,3,224,3,0,0,0,support,medium
IND06403,92%,49%,5,145,3,0,0,0,technical,low
IND16004,95%,37%,4,285,3,0,0,0,management,low
IND32886,39%,43%,3,154,3,0,0,0,marketing,low
IND19854,85%,80%,4,200,2,0,0,0,marketing,low
IND30270,98%,70%,3,255,2,1,0,0,marketing,low
IND14539,15%,48%,6,204,6,1,0,0,sales,low
IND05399,68%,54%,3,270,4,1,0,0,sales,low
IND34564,24%,91%,5,177,5,0,0,0,sales,low
IND10966,77%,59%,4,140,3,0,0,0,sales,medium
IND25779,36%,69%,3,165,3,0,0,0,sales,medium
IND29351,50%,89%,3,187,4,1,0,0,sales,medium
IND43129,20%,98%,4,166,4,1,0,0,sales,medium
IND34719,86%,56%,5,141,2,0,0,0,sales,medium
IND11287,84%,63%,4,135,2,0,0,0,sales,medium
IND14260,90%,98%,5,148,4,0,0,0,sales,medium
IND21727,40%,51%,3,120,6,0,0,0,sales,medium
IND25256,63%,62%,3,141,3,0,0,0,sales,medium
IND05440,73%,95%,3,222,4,0,0,0,sales,medium
IND15337,25%,67%,2,136,6,0,0,0,sales,medium
IND41682,70%,57%,3,180,2,0,0,0,sales,medium
IND20675,60%,97%,3,187,3,1,0,0,sales,medium
IND25147,99%,66%,3,202,3,0,0,0,sales,medium
IND28163,29%,86%,3,251,4,0,0,0,sales,medium
IND04312,53%,63%,4,259,2,0,0,0,sales,medium
IND08137,83%,76%,3,262,2,0,0,0,accounting,medium
IND18494,18%,92%,5,251,4,0,0,0,accounting,medium
IND44811,14%,74%,4,117,5,0,0,0,accounting,medium
IND16879,50%,66%,4,155,2,0,0,0,hr,medium
IND25318,36%,89%,3,197,6,0,0,0,hr,medium
IND31548,34%,56%,3,139,2,0,0,0,hr,medium
IND42534,51%,75%,4,175,2,0,0,0,hr,medium
IND08989,50%,52%,5,137,3,1,0,0,technical,medium
IND16915,69%,93%,3,228,4,0,0,0,technical,medium
IND38572,52%,51%,2,232,4,0,0,0,technical,high
IND16009,32%,50%,2,143,3,0,0,0,technical,high
IND44510,88%,99%,3,190,5,0,0,0,technical,high
IND41820,60%,87%,3,196,3,1,0,0,technical,high
IND44514,72%,80%,3,213,3,0,0,0,technical,high
IND05320,65%,90%,3,200,3,0,0,0,technical,high
IND14203,82%,78%,5,166,2,0,0,0,technical,high
IND21730,67%,92%,5,258,3,0,0,0,technical,high
IND30765,44%,87%,5,104,4,0,0,0,technical,high
IND24501,52%,85%,5,173,2,0,0,0,support,high
IND02968,54%,51%,2,176,3,0,0,0,support,high
IND14748,67%,76%,5,181,3,0,0,0,support,high
IND18205,16%,64%,6,143,5,1,0,0,support,low
IND20354,81%,73%,4,186,3,0,0,0,support,low
IND18606,77%,85%,3,136,3,0,0,0,support,low
IND12130,84%,99%,4,219,2,0,0,0,support,low
IND15129,56%,56%,5,229,4,1,0,0,support,low
IND18805,67%,97%,5,239,3,0,0,0,support,low
IND22168,65%,70%,4,182,2,0,0,0,support,low
IND25445,39%,57%,2,132,3,0,0,0,support,low
IND38253,77%,75%,3,272,3,0,0,0,technical,low
IND27791,41%,96%,5,167,3,1,0,0,technical,low
IND22631,59%,67%,3,180,2,0,0,0,technical,low
IND12273,14%,72%,6,100,5,0,0,0,management,low
IND28226,60%,82%,4,134,2,0,0,0,IT,low
IND30716,14%,98%,6,221,5,0,0,0,IT,low
IND33841,88%,80%,3,166,2,0,0,0,IT,low
IND37963,60%,91%,4,214,2,0,0,0,IT,medium
IND01716,100%,49%,4,227,3,1,0,0,IT,medium
IND07320,56%,98%,4,207,3,0,0,0,product_mng,medium
IND24680,72%,54%,3,286,6,0,0,0,product_mng,medium
IND01106,59%,83%,3,240,3,1,0,0,product_mng,medium
IND26719,74%,75%,4,111,4,1,0,0,product_mng,medium
IND29833,52%,69%,4,164,2,0,0,0,IT,medium
IND41841,77%,74%,2,187,6,0,0,0,RandD,medium
IND31758,48%,81%,4,248,2,0,0,0,RandD,medium
IND01382,99%,56%,5,210,2,0,0,0,RandD,medium
IND10578,23%,78%,4,163,6,0,0,0,RandD,medium
IND12586,63%,100%,5,241,4,0,0,0,RandD,medium
IND17263,51%,83%,3,136,3,0,0,0,marketing,high
IND34716,54%,55%,4,208,5,0,0,0,sales,high
IND44108,53%,73%,5,174,3,0,0,0,accounting,high
IND07454,72%,84%,4,250,3,0,0,0,support,high
IND12225,57%,61%,2,189,2,1,0,0,technical,high
IND20685,81%,77%,3,204,3,0,0,0,management,high
IND26262,64%,57%,4,217,3,0,0,0,marketing,high
IND08846,77%,57%,5,162,3,0,0,0,marketing,high
IND08232,83%,55%,3,257,2,0,0,0,marketing,low
IND31916,60%,71%,3,195,2,0,0,0,sales,low
IND44191,86%,87%,5,156,4,0,0,0,sales,low
IND04249,50%,55%,2,128,3,0,0,0,sales,low
IND06731,60%,75%,5,233,3,1,0,0,sales,low
IND18522,85%,73%,4,260,4,0,0,0,sales,low
IND32287,40%,87%,5,250,4,0,0,0,sales,low
IND35243,38%,79%,5,176,3,0,0,0,sales,low
IND0206,96%,59%,6,133,5,0,0,0,sales,medium
IND11214,59%,57%,4,197,2,0,0,0,sales,medium
IND21871,56%,50%,3,156,3,1,0,0,sales,medium
IND43976,84%,96%,3,162,3,0,0,0,sales,medium
IND31793,94%,99%,3,207,2,0,0,0,sales,medium
IND34893,72%,63%,3,223,2,1,0,0,sales,medium
IND28083,82%,70%,3,149,2,0,0,0,sales,medium
IND44353,100%,95%,3,275,3,1,0,0,sales,medium
IND20659,62%,77%,3,271,2,0,0,0,sales,medium
IND33309,76%,89%,3,273,2,1,0,0,sales,medium
IND16516,23%,74%,5,219,4,0,0,0,sales,medium
IND01058,70%,99%,5,135,4,0,0,0,sales,medium
IND05169,71%,88%,3,158,3,0,0,0,accounting,medium
IND07303,32%,37%,3,167,3,0,0,0,accounting,medium
IND27433,69%,67%,4,274,4,0,0,0,accounting,medium
IND02622,66%,59%,3,145,3,0,0,0,hr,medium
IND38641,70%,67%,6,233,6,0,0,0,hr,medium
IND37308,91%,76%,3,159,3,0,0,0,hr,medium
IND37741,20%,70%,4,221,5,0,0,0,hr,medium
IND06216,72%,83%,3,132,2,0,0,0,technical,medium
IND06896,74%,93%,5,140,3,0,0,0,technical,medium
IND24984,53%,79%,3,206,3,0,0,0,technical,medium
IND01944,99%,92%,4,229,2,0,0,0,technical,medium
IND14880,75%,85%,4,272,4,0,0,0,technical,high
IND25098,86%,78%,4,164,2,0,0,0,technical,low
IND05913,93%,86%,4,145,3,0,0,0,technical,medium
IND44944,81%,95%,3,212,3,0,0,0,technical,medium
IND04448,49%,67%,3,254,2,1,0,0,technical,medium
IND08229,97%,72%,5,260,4,0,0,0,technical,medium
IND16740,62%,89%,3,201,3,0,0,0,technical,medium
IND40020,75%,79%,4,176,4,1,0,0,support,medium
IND0313,87%,58%,3,140,3,1,0,0,support,medium
IND43955,93%,65%,5,201,3,0,0,0,support,medium
IND11635,74%,68%,3,206,2,1,0,0,support,medium
IND32427,68%,57%,3,197,3,1,0,0,support,medium
IND01319,49%,63%,3,245,4,0,0,0,support,low
IND41585,75%,84%,3,145,3,1,0,0,support,low
IND42996,95%,58%,4,131,5,0,0,0,support,low
IND26798,95%,75%,5,235,3,1,0,0,support,low
IND07589,67%,65%,5,242,3,0,0,0,support,low
IND12203,71%,60%,2,251,3,0,0,0,support,low
IND38158,81%,73%,4,258,2,0,0,0,technical,low
IND13239,79%,36%,3,114,3,0,0,0,technical,high
IND44746,57%,52%,3,143,2,0,0,0,technical,low
IND06666,85%,65%,3,187,2,0,0,0,management,high
IND17588,15%,78%,5,255,3,0,0,0,IT,high
IND30713,48%,87%,3,267,2,0,0,0,IT,low
IND03651,92%,91%,4,247,3,0,0,0,IT,low
IND31956,73%,67%,4,153,3,0,0,0,IT,high
IND19402,68%,71%,3,237,3,0,0,0,IT,low
IND23231,88%,55%,5,182,3,0,0,0,product_mng,medium
IND36454,80%,55%,4,144,5,1,0,0,product_mng,high
IND035,66%,90%,3,176,2,1,0,0,product_mng,medium
IND27617,19%,80%,5,203,6,0,0,0,product_mng,medium
IND27331,30%,53%,3,148,4,0,0,0,IT,medium
IND01969,80%,80%,3,175,2,0,0,0,RandD,medium
IND04265,66%,84%,3,211,4,0,0,0,RandD,high
IND04490,22%,67%,6,175,5,0,0,0,RandD,medium
IND13419,57%,59%,4,206,3,0,0,0,RandD,medium
IND20522,83%,73%,4,262,2,0,0,0,RandD,medium
IND28259,57%,50%,4,177,2,0,0,0,marketing,high
IND35593,78%,54%,3,134,3,0,0,0,sales,medium
IND25494,88%,89%,2,201,3,0,0,0,accounting,high
IND28459,48%,69%,3,105,3,0,0,0,support,low
IND31701,91%,82%,4,259,3,0,0,0,technical,medium
IND31829,30%,97%,3,171,4,1,0,0,management,medium
IND32683,63%,98%,4,228,3,0,0,0,marketing,medium
IND33172,62%,36%,2,137,4,1,0,0,marketing,medium
IND09641,74%,72%,5,196,3,0,0,0,marketing,low
IND25638,50%,53%,3,207,4,0,0,0,sales,low
IND36726,36%,74%,6,280,3,0,0,0,sales,low
IND40179,57%,65%,4,162,3,1,0,0,sales,low
IND20076,73%,55%,4,267,3,0,0,0,sales,low
IND31256,77%,67%,5,207,2,0,0,0,sales,low
IND38371,86%,50%,4,196,2,0,0,0,sales,low
IND12777,24%,55%,6,231,4,0,0,0,sales,low
IND15372,83%,62%,4,242,3,0,0,0,sales,low
IND0115,72%,63%,4,207,3,0,0,0,sales,low
IND33476,52%,82%,4,206,2,1,0,0,sales,high
IND13826,99%,54%,4,236,4,0,0,0,sales,low
IND14626,15%,68%,5,246,2,0,0,0,sales,low
IND17360,79%,94%,3,204,2,1,0,0,sales,low
IND43073,19%,91%,3,268,4,0,0,0,sales,low
IND06303,59%,62%,3,212,2,1,0,0,sales,high
IND35804,15%,74%,6,178,3,0,0,0,sales,low
IND18965,75%,72%,5,260,3,0,0,0,sales,low
IND23531,47%,71%,2,241,4,0,0,0,sales,low
IND19513,64%,64%,3,234,3,1,0,0,sales,high
IND35728,66%,76%,3,207,2,0,0,0,accounting,low
IND12914,80%,91%,5,242,3,1,0,0,accounting,medium
IND16304,82%,52%,5,225,2,0,0,0,accounting,high
IND27358,80%,98%,3,161,3,0,0,0,hr,medium
IND09035,98%,98%,4,259,2,0,0,0,hr,high
IND30033,95%,96%,3,250,3,0,0,0,hr,medium
IND41035,88%,61%,3,236,3,0,0,0,hr,medium
IND04955,90%,97%,4,239,4,0,0,0,technical,medium
IND43481,66%,83%,4,266,3,1,0,0,technical,medium
IND05846,99%,62%,5,133,3,0,0,0,technical,medium
IND23377,86%,95%,5,275,2,0,0,0,technical,medium
IND03782,96%,95%,5,189,2,0,0,0,technical,medium
IND04645,100%,63%,5,171,3,0,0,0,technical,medium
IND10527,46%,38%,6,140,3,0,0,0,technical,high
IND17614,19%,85%,6,116,3,0,0,0,technical,low
IND09405,73%,60%,3,145,6,1,0,0,technical,medium
IND12644,63%,50%,4,167,3,1,0,0,technical,medium
IND14622,68%,89%,4,227,3,0,0,0,technical,medium
IND27461,78%,96%,4,245,3,0,0,0,support,medium
IND42291,79%,56%,4,132,3,0,0,0,support,medium
IND03255,86%,99%,3,254,2,0,0,0,support,medium
IND28947,98%,53%,4,166,2,0,0,0,support,medium
IND04863,89%,79%,2,208,3,1,0,0,support,medium
IND17640,86%,87%,3,197,4,1,0,0,support,medium
IND23599,65%,83%,4,263,3,1,0,0,support,high
IND27989,52%,98%,4,272,2,0,0,0,support,low
IND12829,54%,65%,3,147,3,1,0,0,support,low
IND14769,68%,73%,4,197,3,0,0,0,support,low
IND27999,88%,65%,3,268,2,0,0,0,support,high
IND03494,75%,85%,4,181,3,0,0,0,technical,low
IND18856,17%,93%,6,192,4,0,0,0,technical,low
IND40186,92%,83%,5,270,3,0,0,0,technical,low
IND40992,79%,66%,3,183,3,0,0,0,management,high
IND22949,52%,66%,5,184,3,0,0,0,IT,low
IND30354,95%,73%,4,238,3,1,0,0,IT,low
IND13481,72%,49%,4,148,2,0,0,0,IT,low
IND14923,40%,41%,4,127,3,0,0,0,IT,low
IND27098,61%,59%,3,162,2,1,0,0,IT,low
IND37540,49%,97%,4,166,5,0,0,0,product_mng,low
IND06241,32%,55%,4,283,4,0,0,0,product_mng,low
IND36101,82%,77%,3,108,6,0,0,0,product_mng,medium
IND17051,90%,79%,3,154,2,0,0,0,product_mng,medium
IND38271,95%,74%,3,139,2,0,0,0,IT,medium
IND12049,55%,60%,5,271,3,1,0,0,RandD,medium
IND04919,91%,78%,4,153,3,0,0,0,RandD,medium
IND09687,45%,41%,3,216,6,1,0,0,RandD,medium
IND11153,65%,60%,3,218,4,0,0,0,RandD,medium
IND13712,88%,89%,3,171,2,0,0,0,RandD,medium
IND21948,78%,76%,3,238,3,0,0,0,marketing,medium
IND30428,77%,71%,3,134,3,0,0,0,marketing,medium
IND40387,32%,75%,3,255,4,0,0,0,sales,medium
IND24908,98%,38%,4,140,6,0,0,0,accounting,medium
IND38664,51%,76%,2,239,3,0,0,0,support,high
IND10861,81%,59%,4,187,2,0,0,0,technical,low
IND32337,64%,90%,5,279,5,0,0,0,management,medium
IND09748,73%,94%,4,213,3,1,0,0,marketing,medium
IND32446,49%,56%,5,202,2,0,0,0,marketing,medium
IND16816,84%,54%,3,265,2,0,0,0,marketing,medium
IND17626,81%,86%,4,249,3,0,0,0,sales,low
IND29036,77%,50%,4,281,2,0,0,0,sales,low
IND27376,24%,83%,3,208,5,0,0,0,sales,low
IND04500,77%,78%,3,165,2,0,0,0,sales,low
IND26423,13%,88%,3,146,5,0,0,0,sales,low
IND10761,94%,66%,4,230,2,0,0,0,sales,low
IND31960,61%,82%,3,209,2,0,0,0,sales,low
IND34569,95%,49%,4,178,2,0,0,0,sales,low
IND39073,22%,92%,6,220,4,1,0,0,sales,low
IND14230,65%,56%,3,142,3,0,0,0,sales,low
IND25540,95%,67%,3,153,2,0,0,0,sales,low
IND32256,98%,62%,5,254,5,1,0,0,sales,low
IND36841,88%,72%,3,193,4,0,0,0,sales,low
IND44574,94%,69%,3,248,3,0,0,0,sales,low
IND02680,62%,75%,4,216,2,0,0,0,sales,low
IND23897,81%,96%,3,226,3,0,0,0,sales,low
IND27618,56%,51%,4,140,2,0,0,0,sales,low
IND04736,52%,86%,6,103,4,0,0,0,sales,low
IND41240,88%,57%,4,185,2,0,0,0,sales,low
IND13996,56%,92%,5,160,3,0,0,0,accounting,low
IND25328,36%,63%,3,130,5,0,0,0,accounting,low
IND25998,56%,85%,5,230,3,0,0,0,accounting,medium
IND28566,89%,46%,4,248,5,1,0,0,hr,medium
IND34045,95%,42%,3,189,2,1,0,0,hr,medium
IND36043,48%,52%,3,280,2,0,0,0,hr,medium
IND24134,75%,75%,4,266,3,0,0,0,hr,medium
IND26060,65%,54%,4,260,3,0,0,0,technical,medium
IND27575,40%,86%,2,264,5,0,0,0,technical,medium
IND0580,52%,53%,5,182,2,0,0,0,technical,medium
IND01250,52%,68%,4,233,2,0,0,0,technical,medium
IND40264,68%,49%,3,230,3,0,0,0,technical,medium
IND30138,72%,61%,5,170,3,0,0,0,technical,medium
IND42322,78%,72%,4,258,3,0,0,0,technical,medium
IND39425,54%,90%,3,164,3,0,0,0,technical,high
IND36941,18%,46%,4,249,4,0,0,0,technical,low
IND02200,51%,50%,2,235,2,0,0,0,technical,medium
IND33163,63%,86%,6,206,6,0,0,0,technical,medium
IND10078,83%,86%,4,139,3,0,0,0,support,medium
IND11868,91%,82%,3,145,3,1,0,0,support,medium
IND19881,79%,66%,4,139,4,0,0,0,support,low
IND31273,52%,95%,3,171,3,1,0,0,support,low
IND39922,83%,94%,3,160,3,0,0,0,support,low
IND42283,92%,74%,3,137,2,0,0,0,support,low
IND43723,14%,72%,4,254,4,0,0,0,support,low
IND15419,80%,38%,3,215,6,0,0,0,support,low
IND04460,79%,72%,3,216,4,0,0,0,support,low
IND25814,86%,60%,3,229,2,1,0,0,support,low
IND12638,95%,47%,6,215,4,0,0,0,support,low
IND24802,77%,90%,4,163,3,0,0,0,technical,low
IND12795,55%,72%,4,273,3,0,0,0,technical,low
IND29344,42%,91%,2,176,3,0,0,0,technical,low
IND0329,79%,86%,5,270,2,0,0,0,management,low
IND25105,41%,48%,3,182,2,0,0,0,IT,low
IND28280,66%,72%,4,223,4,0,0,0,IT,low
IND34358,100%,65%,4,237,3,0,0,0,IT,low
IND42221,87%,74%,5,248,2,0,0,0,IT,low
IND19737,51%,99%,3,233,4,0,0,0,IT,low
IND21091,63%,79%,2,206,5,0,0,0,product_mng,low
IND31772,86%,86%,4,227,2,0,0,0,product_mng,low
IND38327,40%,98%,4,154,3,0,0,0,product_mng,low
IND14082,79%,97%,6,113,2,1,0,0,product_mng,medium
IND37170,70%,90%,4,254,3,0,0,0,IT,medium
IND13703,49%,91%,5,231,3,0,0,0,RandD,medium
IND27768,76%,62%,4,190,3,0,0,0,RandD,medium
IND09608,89%,52%,3,190,3,0,0,0,RandD,medium
IND44466,83%,86%,3,179,2,0,0,0,RandD,medium
IND20884,19%,69%,4,269,6,0,0,0,RandD,medium
IND01873,68%,67%,3,228,2,0,0,0,RandD,medium
IND31495,62%,68%,4,251,4,0,0,0,marketing,medium
IND23174,87%,49%,2,251,3,0,0,0,sales,medium
IND13622,66%,75%,4,200,4,0,0,0,accounting,medium
IND12280,37%,41%,2,146,2,0,0,0,support,medium
IND25700,57%,49%,3,159,4,1,0,0,technical,high
IND32588,66%,81%,5,135,2,0,0,0,management,low
IND17571,63%,88%,5,260,3,0,0,0,marketing,medium
IND44791,65%,96%,5,226,2,1,0,0,marketing,medium
IND062,33%,85%,2,127,3,0,0,0,marketing,medium
IND06456,66%,57%,6,278,3,0,0,0,sales,medium
IND03570,87%,95%,3,242,5,0,0,0,sales,low
IND33976,85%,85%,3,182,3,0,0,0,sales,low
IND41742,49%,51%,2,182,3,0,0,0,sales,low
IND25164,87%,80%,4,197,3,0,0,0,sales,low
IND40594,17%,49%,4,286,5,1,0,0,sales,low
IND01748,55%,46%,4,226,5,0,0,0,sales,low
IND05498,91%,71%,5,156,3,0,0,0,sales,low
IND09783,96%,62%,5,185,3,0,0,0,sales,low
IND17308,53%,50%,3,231,3,0,0,0,sales,low
IND19630,25%,59%,4,166,5,0,0,0,sales,low
IND44506,98%,57%,3,229,3,0,0,0,sales,low
IND16747,83%,36%,4,242,3,0,0,0,sales,low
IND26765,71%,83%,5,206,3,0,0,0,sales,low
IND16801,74%,77%,4,206,3,0,0,0,sales,low
IND29856,56%,70%,4,135,2,0,0,0,sales,low
IND05866,23%,90%,5,234,3,1,0,0,sales,low
IND20177,35%,64%,4,147,2,0,0,0,sales,low
IND44304,48%,98%,4,174,3,0,0,0,sales,low
IND09089,83%,74%,3,259,3,1,0,0,accounting,low
IND18007,73%,87%,3,227,4,0,0,0,accounting,low
IND05864,85%,97%,4,104,5,0,0,0,accounting,low
IND26558,80%,95%,3,247,3,0,0,0,hr,medium
IND38544,98%,74%,4,139,3,0,0,0,hr,medium
IND32326,96%,85%,3,186,2,0,0,0,hr,medium
IND41736,67%,75%,3,194,3,0,0,0,hr,medium
IND36562,58%,91%,3,124,2,0,0,0,technical,medium
IND31124,83%,86%,3,273,3,0,0,0,technical,medium
IND36588,90%,57%,4,186,4,0,0,0,technical,medium
IND40570,89%,66%,4,252,3,0,0,0,technical,medium
IND02044,99%,92%,3,154,3,0,0,0,technical,medium
IND03357,89%,50%,4,238,3,0,0,0,technical,medium
IND41188,79%,50%,4,151,3,1,0,0,technical,medium
IND44274,64%,41%,3,231,6,0,0,0,technical,medium
IND13160,22%,57%,5,174,6,0,0,0,technical,high
IND27109,94%,60%,5,278,2,0,0,0,technical,low
IND32367,56%,97%,3,270,3,1,0,0,technical,medium
IND28886,85%,80%,4,158,3,0,0,0,support,medium
IND01003,80%,62%,3,191,3,0,0,0,support,medium
IND44738,86%,53%,3,163,3,0,0,0,support,medium
IND06862,96%,100%,5,152,4,0,0,0,support,low
IND24775,51%,61%,4,251,2,1,0,0,support,low
IND01153,73%,95%,3,149,2,0,0,0,support,low
IND17692,31%,75%,4,220,3,0,0,0,support,low
IND32754,62%,51%,4,175,3,0,0,0,support,low
IND27542,55%,91%,3,179,3,1,0,0,support,low
IND28140,51%,80%,4,257,2,0,0,0,support,low
IND03423,54%,54%,3,196,3,0,0,0,support,low
IND05218,65%,95%,3,190,3,0,0,0,technical,low
IND06848,65%,75%,4,270,2,0,0,0,technical,low
IND10133,90%,64%,5,226,2,0,0,0,technical,low
IND01006,55%,71%,3,211,2,0,0,0,management,low
IND068,59%,89%,3,192,2,0,0,0,IT,low
IND31419,34%,67%,5,96,2,1,0,0,IT,low
IND02285,31%,92%,5,197,5,0,0,0,IT,low
IND02750,83%,71%,3,243,2,1,0,0,IT,low
IND11058,80%,73%,3,168,2,0,0,0,IT,low
IND08246,66%,85%,5,271,4,0,0,0,product_mng,low
IND03856,98%,39%,5,158,4,1,0,0,product_mng,medium
IND41246,89%,52%,4,243,5,0,0,0,product_mng,medium
IND12547,64%,94%,3,148,2,0,0,0,product_mng,medium
IND42839,95%,68%,3,165,3,0,0,0,IT,medium
IND42764,96%,85%,5,171,2,0,0,0,RandD,medium
IND36048,96%,82%,5,164,2,0,0,0,RandD,medium
IND21081,63%,81%,4,265,2,0,0,0,RandD,medium
IND36483,83%,71%,4,196,2,0,0,0,RandD,medium
IND39615,61%,72%,4,182,2,1,0,0,RandD,medium
IND42503,89%,66%,3,272,3,0,0,0,RandD,medium
IND04256,67%,63%,3,241,3,0,0,0,marketing,medium
IND01613,61%,100%,5,139,2,0,0,0,sales,medium
IND44577,58%,77%,3,180,2,0,0,0,accounting,high
